"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","subject_id","random_condition","participant_name","task","rt","stimulus","response","round","player_choice","computer_choice","result","question_order"
"","","","","","html-keyboard-response","24","2.0.0","250333","ebxr9pdjyb","winner","James","","1584","<h2>Earnings</h2><p>James's Earnings: $0</p><p>Press any key to continue.</p>"," ","","","","",""
"","","","","","html-button-response","25","2.0.0","252399","ebxr9pdjyb","winner","James","","2064","<p>Who won the last round you played?</p>","0","","","","",""
"","","","","","survey-likert","26","2.0.0","297468","ebxr9pdjyb","winner","James","","45067","","{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":4,""Q5"":2,""Q6"":0,""Q7"":2,""Q8"":0,""Q9"":1}","","","","","[0,1,2,3,4,5,6,7,8,9]"
"","","","","","survey-likert","27","2.0.0","319017","ebxr9pdjyb","winner","James","","21547","","{""Q0"":6,""Q1"":1,""Q2"":3,""Q3"":0,""Q4"":3,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0}","","","","","[0,1,2,3,4,5,6,7,8]"
"","","","","","survey-multi-choice","28","2.1.0","330531","ebxr9pdjyb","winner","James","","11512","","{""Q0"":""My luck during the game.""}","","","","","[0]"
"","","","","","survey-likert","29","2.0.0","412464","ebxr9pdjyb","winner","James","","81931","","{""Q0"":2,""Q1"":5,""Q2"":2,""Q3"":2,""Q4"":4,""Q5"":4,""Q6"":1,""Q7"":3,""Q8"":4,""Q9"":2,""Q10"":4,""Q11"":4,""Q12"":0,""Q13"":4,""Q14"":0,""Q15"":4,""Q16"":5,""Q17"":5,""Q18"":4,""Q19"":6}","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]"
"","","","","","survey-likert","30","2.0.0","490995","ebxr9pdjyb","winner","James","","78529","","{""Q0"":1,""Q1"":4,""Q2"":4,""Q3"":4,""Q4"":6,""Q5"":4,""Q6"":0,""Q7"":4,""Q8"":0,""Q9"":4,""Q10"":4,""Q11"":1,""Q12"":0,""Q13"":4,""Q14"":5}","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]"
"","","","","","survey-multi-choice","31","2.1.0","494092","ebxr9pdjyb","winner","James","","3096","","{""Q0"":""Male""}","","","","","[0]"
"","","","","","survey-text","32","2.0.0","496541","ebxr9pdjyb","winner","James","","2447","","{""Q0"":""19""}","","","","",""
"","","","","","html-keyboard-response","33","2.0.0","501897","ebxr9pdjyb","winner","James","","null","
        <h1>Thank you for participating in this study titled, Reproducibility of Psychological Science and Instruction.</h1>
        <p>We were interested in games with low external control influences feelings of envy. You played a rock, paper, scissors with another participant and either won a reward or not. Following this, you responded to emotion assessments regarding how you felt towards the person you played rock, paper, scissors with.
        <p>If other people knew the true purpose of the study, it might affect how they behave/answer questions, so we are asking you not to share the information we just discussed. </p><br>
        <p>Thank you for your participation!</p><br>
        <p style = ""font-size:small""><i>You may now close the tab.</i></p>
    ","null","","","","",""
