"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","subject_id","random_condition","participant_name","task","rt","stimulus","response","round","player_choice","computer_choice","result","question_order"
"","","","","","html-keyboard-response","14","2.0.0","114603","ya0epmu3xp","loser","logan","","12173","
          <div style=""display:flex; justify-content:center; align-items:center; gap:60px;"">
            <div style=""text-align:center;"">
              <p><b>logan chose:</b></p>
              <img src='exp_code/Images/Rock_Participant.png' width='300'>
            </div>
            <div style=""text-align:center;"">
              <p><b>Megan chose:</b></p>
              <img src='exp_code/Images/Rock_Computer.png' width='300'>
            </div>
          </div>
        <p style=""font-size:24px;""><b>It's a tie!</b></p><p style='font-size:small;'>Press the spacebar to continue.</p>"," ","","","","",""
"","","","","","html-button-response","15","2.0.0","115133","ya0epmu3xp","loser","logan","","528","<p><b>Round 3</b><br>Choose your move:</p>","0","3","Rock","","",""
"","","","","","html-keyboard-response","16","2.0.0","122325","ya0epmu3xp","loser","logan","","null","<p>Waiting for Megan to choose...</p>","null","","","","",""
"","","","","","html-keyboard-response","17","2.0.0","125543","ya0epmu3xp","loser","logan","","null","<p style=""font-size:48px; font-weight:bold;"">3...</p>","null","","","Rock","tie",""
"","","","","","html-keyboard-response","18","2.0.0","166258","ya0epmu3xp","loser","logan","","40714","
          <div style=""display:flex; justify-content:center; align-items:center; gap:60px;"">
            <div style=""text-align:center;"">
              <p><b>logan chose:</b></p>
              <img src='exp_code/Images/Rock_Participant.png' width='300'>
            </div>
            <div style=""text-align:center;"">
              <p><b>Megan chose:</b></p>
              <img src='exp_code/Images/Rock_Computer.png' width='300'>
            </div>
          </div>
        <p style=""font-size:24px;""><b>It's a tie!</b></p><p style='font-size:small;'>Press the spacebar to continue.</p>"," ","","","","",""
"","","","","","html-button-response","19","2.0.0","167218","ya0epmu3xp","loser","logan","","959","
      <h1 style = ""text-align: center""><b>Practice rounds complete!</b></h1>
      <p style = ""text-align: start"">Now that you have finished the practice rounds, do you feel like you understand how to play Rock, Paper, Scissors?</p>
      <p style = ""text-align: start"">If not, the instructions will be displayed again before the main game.</p>
    ","0","","","","",""
"","","","","","html-keyboard-response","20","2.0.0","167586","ya0epmu3xp","loser","logan","","367","
        <h2>Final Round Instructions</h2>
        <p style = ""text-align: start"">You and your opponent, Megan, will now proceed to the <b>final round</b> of Rock, Paper, Scissors.</p>
        <p style = ""text-align: start"">There will only be <b> one round </b> to determine the winner. If there is a tie, the round will be played until there is a winner.</p>
        <p style = ""text-align: start"">Remember the winner of the round will receive a reward of $1.</p>
        <p style = ""text-align: start"">In case you forgot, the rules are below: </p>
        <ol style =""list-style-type=decimal; list-style-position:inside;padding-left:10px; display=inline-block; text-align: start"">
            <li>Rock crushes Scissors</li><li>Paper covers Rock</li><li>Scissors cut Paper</li></ol>
        <p style = ""text-align: start"">Good luck!</p>
        <p><i>Press the spacebar to begin the final round.</i></p>
        "," ","","","","",""
"","","","","","html-button-response","21","2.0.0","168370","ya0epmu3xp","loser","logan","","777","<p><b>Main Game</b><br>Choose your move:</p>","2","","Scissors","","",""
"","","","","","html-keyboard-response","22","2.0.0","177816","ya0epmu3xp","loser","logan","","null","<p>Waiting for Megan to choose...</p>","null","","","","",""
"","","","","","html-keyboard-response","23","2.0.0","181116","ya0epmu3xp","loser","logan","","null","<p style=""font-size:48px; font-weight:bold;"">3...</p>","null","","","Rock","computer",""
"","","","","","html-keyboard-response","24","2.0.0","234018","ya0epmu3xp","loser","logan","","52901","
            <div style=""display:flex; justify-content:center; align-items:center; gap:60px;"">
                <div style=""text-align:center;"">
                <p><b>logan chose:</b></p>
                <img src='exp_code/Images/Scissors_Participant.png' width='300'>
                </div>
                <div style=""text-align:center;"">
                <p>Megan chose:</b></p>
                <img src='exp_code/Images/Rock_Computer.png' width='300'>
                </div>
            </div>
            <p style=""font-size:24px; color:red;""><b>Megan wins this round!</b> Megan wins $1.</p><p><i>Press the spacebar to continue.</i></p>"," ","","","","",""
"","","","","","html-button-response","25","2.0.0","235739","ya0epmu3xp","loser","logan","","1718","<p>Who won the last round you played?</p>","1","","","","",""
"","","","","","html-keyboard-response","26","2.0.0","236414","ya0epmu3xp","loser","logan","","675","
        <p style = ""text-align: start; margin-left: 20px; margin-right: 20px""> Thank you! Now, you will complete a short task to see how competition impacts word groupings.</p>
        <p style = ""text-align: start; margin-left: 20px; margin-right: 20px""> In this task, you will see a set of 10 words. Your job is to select which category the set of words belong to.</p>
        <p style = ""text-align: start; margin-left: 20px; margin-right: 20px""> For example, if the set of words are: 
        <br><br> Dog, Cat, Elephant, Tiger, Lion, Bear, Wolf, Fox, Giraffe, Zebra <br><br> 
        a. Animals<br>b. Colors<br>c. Names <br>d. Pets<br><br>
        You would select ""Animals"" from the multiple choice list as the category.</p>
        <p><i> Press the spacebar to begin the task.</i></p>
    "," ","","","","",""
"","","","","","survey-multi-choice","27","2.1.0","247092","ya0epmu3xp","loser","logan","","10677","","{""filler_1"":""Fruits"",""filler_2"":""Jewels"",""filler_3"":""Family Members"",""filler_4"":""Body Parts"",""filler_5"":""Kitchen Utensils""}","","","","","[4,3,0,2,1]"
"","","","","","survey-likert","28","2.0.0","267635","ya0epmu3xp","loser","logan","","20539","","{""DV1_appraisal_fairness"":2,""DV1_appraisal_injustice"":1,""DV1_appraisal_deservingness_other_rev"":4,""DV1_appraisal_valence"":2,""DV1_appraisal_self_relevance"":1,""DV1_appraisal_deservingness_self_rev"":4,""DV1_pleasantness_rev"":1,""DV1_controllability"":2,""DV1_outcome_probability_rev"":3,""DV1_reward_valence_rev"":4}","","","","","[0,1,2,3,4,5,6,7,8,9]"
"","","","","","survey-likert","29","2.0.0","285752","ya0epmu3xp","loser","logan","","18115","","{""DV2_emotion_self_satisfaction"":1,""DV2_emotion_jealousy"":5,""DV2_emotion_anger"":4,""DV2_emotion_admiration"":2,""DV2_emotion_worthlessness"":4,""DV2_emotion_envy"":5,""DV2_emotion_resentment"":4,""DV2_emotion_pride_other"":2,""DV2_emotion_jealousy_2"":5,""DV2_emotion_shame"":4,""DV2_emotion_envy_2"":3,""DV2_emotion_anger_2"":5}","","","","","[0,1,2,3,4,5,6,7,8,9,10,11]"
"","","","","","survey-multi-choice","30","2.1.0","289947","ya0epmu3xp","loser","logan","","4194","","{""DV3_outcome_attribution"":""My luck during the game.""}","","","","","[0]"
"","","","","","survey-likert","31","2.0.0","309910","ya0epmu3xp","loser","logan","","19960","","{""DV4_BIDR_SDE_1"":3,""DV4_BIDR_SDE_2"":2,""DV4_BIDR_SDE_3"":4,""DV4_BIDR_SDE_4_rev"":5,""DV4_BIDR_SDE_5_rev"":6,""DV4_BIDR_SDE_6"":5,""DV4_BIDR_SDE_7_rev"":4,""DV4_BIDR_SDE_8"":3,""DV4_BIDR_SDE_9_rev"":3,""DV4_BIDR_SDE_10_rev"":5,""DV4_BIDR_IM_1_rev"":4,""DV4_BIDR_IM_2_rev"":3,""DV4_BIDR_IM_3"":4,""DV4_BIDR_IM_4_rev"":5,""DV4_BIDR_IM_5_rev"":4,""DV4_BIDR_IM_6"":5,""DV4_BIDR_IM_7_rev"":4,""DV4_BIDR_IM_8_rev"":4,""DV4_BIDR_IM_9"":4,""DV4_BIDR_IM_10_rev"":3}","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]"
"","","","","","survey-likert","32","2.0.0","324826","ya0epmu3xp","loser","logan","","14912","","{""DV5_DSES_1_Attraction"":2,""DV5_DSES_2_Competence"":3,""DV5_DSES_3_Wealth"":5,""DV5_DSES_4_Attraction"":2,""DV5_DSES_5_Competence"":5,""DV5_DSES_6_Wealth"":4,""DV5_DSES_7_Attraction"":3,""DV5_DSES_8_Competence"":2,""DV5_attention_check"":6,""DV5_DSES_9_Wealth"":3,""DV5_DSES_10_Attraction"":2,""DV5_DSES_11_Competence"":5,""DV5_DSES_12_Wealth"":4,""DV5_DSES_13_Attraction"":2,""DV5_DSES_14_Competence"":3,""DV5_DSES_15_Wealth"":2}","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]"
"","","","","","survey-multi-choice","33","2.1.0","327550","ya0epmu3xp","loser","logan","","2722","","{""demo_gender"":""My gender identity is not listed here""}","","","","","[0]"
"","","","","","survey-text","34","2.0.0","337354","ya0epmu3xp","loser","logan","","9799","","{""Q0"":""34""}","","","","",""
"","","","","","survey-likert","35","2.0.0","339229","ya0epmu3xp","loser","logan","","1874","","{""Q0"":3}","","","","","[0]"
"","","","","","survey-text","36","2.0.0","343465","ya0epmu3xp","loser","logan","","4234","","{""funnel_1"":"""",""funnel_2"":"""",""comments"":""""}","","","","",""
