"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","subject_id","random_condition","participant_name","task","rt","stimulus","response","round","player_choice","computer_choice","result","question_order"
"","","","","","html-keyboard-response","10","2.0.0","249680","s6boqzslux","winner","belle","","164142","
          <div style=""display:flex; justify-content:center; align-items:center; gap:60px;"">
            <div style=""text-align:center;"">
              <p><b>belle chose:</b></p>
              <img src='exp_code/Images/Rock_Participant.png' width='300'>
            </div>
            <div style=""text-align:center;"">
              <p><b>Megan chose:</b></p>
              <img src='exp_code/Images/Paper_Computer.png' width='300'>
            </div>
          </div>
        <p style=""font-size:24px; color:red;""><b>Megan wins this round!</b></p><p style='font-size:small;'>Press the spacebar to continue.</p>"," ","","","","",""
"","","","","","html-button-response","11","2.0.0","250630","s6boqzslux","winner","belle","","947","<p><b>Round 2</b><br>Choose your move:</p>","0","2","Rock","","",""
"","","","","","html-keyboard-response","12","2.0.0","258438","s6boqzslux","winner","belle","","null","<p>Waiting for Megan to choose...</p>","null","","","","",""
"","","","","","html-keyboard-response","13","2.0.0","261738","s6boqzslux","winner","belle","","null","<p style=""font-size:48px; font-weight:bold;"">3...</p>","null","","","Paper","computer",""
"","","","","","html-keyboard-response","14","2.0.0","281498","s6boqzslux","winner","belle","","19756","
          <div style=""display:flex; justify-content:center; align-items:center; gap:60px;"">
            <div style=""text-align:center;"">
              <p><b>belle chose:</b></p>
              <img src='exp_code/Images/Rock_Participant.png' width='300'>
            </div>
            <div style=""text-align:center;"">
              <p><b>Megan chose:</b></p>
              <img src='exp_code/Images/Paper_Computer.png' width='300'>
            </div>
          </div>
        <p style=""font-size:24px; color:red;""><b>Megan wins this round!</b></p><p style='font-size:small;'>Press the spacebar to continue.</p>"," ","","","","",""
"","","","","","html-button-response","15","2.0.0","282028","s6boqzslux","winner","belle","","527","<p><b>Round 3</b><br>Choose your move:</p>","1","3","Paper","","",""
"","","","","","html-keyboard-response","16","2.0.0","285346","s6boqzslux","winner","belle","","null","<p>Waiting for Megan to choose...</p>","null","","","","",""
"","","","","","html-keyboard-response","17","2.0.0","288548","s6boqzslux","winner","belle","","null","<p style=""font-size:48px; font-weight:bold;"">3...</p>","null","","","Paper","tie",""
"","","","","","html-keyboard-response","18","2.0.0","302261","s6boqzslux","winner","belle","","13711","
          <div style=""display:flex; justify-content:center; align-items:center; gap:60px;"">
            <div style=""text-align:center;"">
              <p><b>belle chose:</b></p>
              <img src='exp_code/Images/Paper_Participant.png' width='300'>
            </div>
            <div style=""text-align:center;"">
              <p><b>Megan chose:</b></p>
              <img src='exp_code/Images/Paper_Computer.png' width='300'>
            </div>
          </div>
        <p style=""font-size:24px;""><b>It's a tie!</b></p><p style='font-size:small;'>Press the spacebar to continue.</p>"," ","","","","",""
"","","","","","html-button-response","19","2.0.0","308269","s6boqzslux","winner","belle","","6008","
      <h1 style = ""text-align: center""><b>Practice rounds complete!</b></h1>
      <p style = ""text-align: start"">Now that you have finished the practice rounds, do you feel like you understand how to play Rock, Paper, Scissors?</p>
      <p style = ""text-align: start"">If not, the instructions will be displayed again before the main game.</p>
    ","0","","","","",""
"","","","","","html-keyboard-response","20","2.0.0","308701","s6boqzslux","winner","belle","","431","
        <h2>Final Round Instructions</h2>
        <p style = ""text-align: start"">You and your opponent, Megan, will now proceed to the <b>final round</b> of Rock, Paper, Scissors.</p>
        <p style = ""text-align: start"">There will only be <b> one round </b> to determine the winner. If there is a tie, the round will be played until there is a winner.</p>
        <p style = ""text-align: start"">Remember the winner of the round will receive a reward of $1.</p>
        <p style = ""text-align: start"">In case you forgot, the rules are below: </p>
        <ol style =""list-style-type=decimal; list-style-position:inside;padding-left:10px; display=inline-block; text-align: start"">
            <li>Rock crushes Scissors</li><li>Paper covers Rock</li><li>Scissors cut Paper</li></ol>
        <p style = ""text-align: start"">Good luck!</p>
        <p><i>Press the spacebar to begin the final round.</i></p>
        "," ","","","","",""
"","","","","","html-button-response","21","2.0.0","309353","s6boqzslux","winner","belle","","644","<p><b>Main Game</b><br>Choose your move:</p>","2","","Scissors","","",""
"","","","","","html-keyboard-response","22","2.0.0","311851","s6boqzslux","winner","belle","","null","<p>Waiting for Megan to choose...</p>","null","","","","",""
"","","","","","html-keyboard-response","23","2.0.0","315053","s6boqzslux","winner","belle","","null","<p style=""font-size:48px; font-weight:bold;"">3...</p>","null","","","Paper","player",""
"","","","","","html-keyboard-response","24","2.0.0","317622","s6boqzslux","winner","belle","","2566","
            <div style=""display:flex; justify-content:center; align-items:center; gap:60px;"">
                <div style=""text-align:center;"">
                <p><b>belle chose:</b></p>
                <img src='exp_code/Images/Scissors_Participant.png' width='300'>
                </div>
                <div style=""text-align:center;"">
                <p>Megan chose:</b></p>
                <img src='exp_code/Images/Paper_Computer.png' width='300'>
                </div>
            </div>
            <p style=""font-size:24px; color:green;""><b>belle wins this round!</b> belle wins $1.</p><p><i>Press the spacebar to continue.</i></p>"," ","","","","",""
"","","","","","html-button-response","25","2.0.0","318679","s6boqzslux","winner","belle","","1056","<p>Who won the last round you played?</p>","0","","","","",""
"","","","","","html-keyboard-response","26","2.0.0","319197","s6boqzslux","winner","belle","","517","
        <p style = ""text-align: start; margin-left: 20px; margin-right: 20px""> Thank you! Now, you will complete a short task to see how competition impacts word groupings.</p>
        <p style = ""text-align: start; margin-left: 20px; margin-right: 20px""> In this task, you will see a set of 10 words. Your job is to select which category the set of words belong to.</p>
        <p style = ""text-align: start; margin-left: 20px; margin-right: 20px""> For example, if the set of words are: 
        <br><br> Dog, Cat, Elephant, Tiger, Lion, Bear, Wolf, Fox, Giraffe, Zebra <br><br> 
        a. Animals<br>b. Colors<br>c. Names <br>d. Pets<br><br>
        You would select ""Animals"" from the multiple choice list as the category.</p>
        <p><i> Press the spacebar to begin the task.</i></p>
    "," ","","","","",""
"","","","","","survey-multi-choice","27","2.1.0","330186","s6boqzslux","winner","belle","","10986","","{""filler_1"":""Fruits"",""filler_2"":""Jewels"",""filler_3"":""Colleagues"",""filler_4"":""Body Parts"",""filler_5"":""Kitchen Utensils""}","","","","","[1,0,2,4,3]"
"","","","","","survey-likert","28","2.0.0","365732","s6boqzslux","winner","belle","","35543","","{""DV1_appraisal_fairness"":6,""DV1_appraisal_injustice"":5,""DV1_appraisal_deservingness_other_rev"":1,""DV1_appraisal_valence"":4,""DV1_appraisal_self_relevance"":1,""DV1_appraisal_deservingness_self_rev"":0,""DV1_pleasantness_rev"":1,""DV1_controllability"":4,""DV1_outcome_probability_rev"":2,""DV1_reward_valence_rev"":1}","","","","","[0,1,2,3,4,5,6,7,8,9]"
"","","","","","survey-likert","29","2.0.0","379692","s6boqzslux","winner","belle","","13957","","{""DV2_emotion_self_satisfaction"":3,""DV2_emotion_jealousy"":2,""DV2_emotion_anger"":1,""DV2_emotion_admiration"":4,""DV2_emotion_worthlessness"":2,""DV2_emotion_envy"":1,""DV2_emotion_resentment"":0,""DV2_emotion_pride_other"":3,""DV2_emotion_jealousy_2"":2,""DV2_emotion_shame"":1,""DV2_emotion_envy_2"":0,""DV2_emotion_anger_2"":0}","","","","","[0,1,2,3,4,5,6,7,8,9,10,11]"
"","","","","","survey-multi-choice","30","2.1.0","384551","s6boqzslux","winner","belle","","4858","","{""DV3_outcome_attribution"":""My luck during the game.""}","","","","","[0]"
"","","","","","survey-likert","31","2.0.0","408664","s6boqzslux","winner","belle","","24110","","{""DV4_BIDR_SDE_1"":1,""DV4_BIDR_SDE_2"":2,""DV4_BIDR_SDE_3"":4,""DV4_BIDR_SDE_4_rev"":2,""DV4_BIDR_SDE_5_rev"":4,""DV4_BIDR_SDE_6"":4,""DV4_BIDR_SDE_7_rev"":5,""DV4_BIDR_SDE_8"":4,""DV4_BIDR_SDE_9_rev"":3,""DV4_BIDR_SDE_10_rev"":2,""DV4_BIDR_IM_1_rev"":5,""DV4_BIDR_IM_2_rev"":2,""DV4_BIDR_IM_3"":2,""DV4_BIDR_IM_4_rev"":"""",""DV4_BIDR_IM_5_rev"":2,""DV4_BIDR_IM_6"":5,""DV4_BIDR_IM_7_rev"":3,""DV4_BIDR_IM_8_rev"":2,""DV4_BIDR_IM_9"":1,""DV4_BIDR_IM_10_rev"":2}","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]"
"","","","","","survey-likert","32","2.0.0","425536","s6boqzslux","winner","belle","","16868","","{""DV5_DSES_1_Attraction"":1,""DV5_DSES_2_Competence"":2,""DV5_DSES_3_Wealth"":4,""DV5_DSES_4_Attraction"":2,""DV5_DSES_5_Competence"":5,""DV5_DSES_6_Wealth"":3,""DV5_DSES_7_Attraction"":5,""DV5_DSES_8_Competence"":4,""DV5_attention_check"":6,""DV5_DSES_9_Wealth"":4,""DV5_DSES_10_Attraction"":3,""DV5_DSES_11_Competence"":4,""DV5_DSES_12_Wealth"":5,""DV5_DSES_13_Attraction"":4,""DV5_DSES_14_Competence"":3,""DV5_DSES_15_Wealth"":2}","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]"
"","","","","","survey-multi-choice","33","2.1.0","427880","s6boqzslux","winner","belle","","2343","","{""demo_gender"":""Prefer not to say""}","","","","","[0]"
"","","","","","survey-text","34","2.0.0","432066","s6boqzslux","winner","belle","","4171","","{""Q0"":""19""}","","","","",""
"","","","","","survey-likert","35","2.0.0","434053","s6boqzslux","winner","belle","","1985","","{""Q0"":4}","","","","","[0]"
"","","","","","survey-text","36","2.0.0","435672","s6boqzslux","winner","belle","","1618","","{""funnel_1"":"""",""funnel_2"":"""",""comments"":""""}","","","","",""
